team_size,map_index,metric,trials,mean_paired_difference,median_paired_difference
2,93,reached_95_rate,4,0.0,0.0
2,94,reached_95_rate,4,0.0,0.0
2,95,reached_95_rate,4,0.0,0.0
2,96,reached_95_rate,4,0.0,0.0
2,97,reached_95_rate,4,0.0,0.0
2,98,reached_95_rate,4,0.0,0.0
2,99,reached_95_rate,4,0.0,0.0
2,0,steps_to_95_conditional,4,0.0,0.0
2,1,steps_to_95_conditional,4,0.0,0.0
2,2,steps_to_95_conditional,4,0.0,0.0
2,3,steps_to_95_conditional,4,0.0,0.0
2,4,steps_to_95_conditional,4,0.0,0.0
2,5,steps_to_95_conditional,4,0.0,0.0
2,6,steps_to_95_conditional,4,0.0,0.0
2,7,steps_to_95_conditional,4,0.0,0.0
2,8,steps_to_95_conditional,4,0.0,0.0
2,9,steps_to_95_conditional,4,0.0,0.0
2,10,steps_to_95_conditional,4,0.0,0.0
2,11,steps_to_95_conditional,4,0.0,0.0
2,12,steps_to_95_conditional,4,0.0,0.0
2,13,steps_to_95_conditional,4,0.0,0.0
2,14,steps_to_95_conditional,4,0.0,0.0
2,15,steps_to_95_conditional,4,0.0,0.0
2,16,steps_to_95_conditional,4,0.0,0.0
2,17,steps_to_95_conditional,4,0.0,0.0
2,18,steps_to_95_conditional,4,0.0,0.0
2,19,steps_to_95_conditional,4,0.0,0.0
2,20,steps_to_95_conditional,4,0.0,0.0
2,21,steps_to_95_conditional,4,0.0,0.0
2,22,steps_to_95_conditional,4,0.0,0.0
2,23,steps_to_95_conditional,4,0.0,0.0
2,24,steps_to_95_conditional,4,0.0,0.0
2,25,steps_to_95_conditional,4,0.0,0.0
2,26,steps_to_95_conditional,4,0.0,0.0
2,27,steps_to_95_conditional,4,0.0,0.0
2,28,steps_to_95_conditional,4,0.0,0.0
2,29,steps_to_95_conditional,4,0.0,0.0
2,30,steps_to_95_conditional,4,0.0,0.0
2,31,steps_to_95_conditional,4,0.0,0.0
2,32,steps_to_95_conditional,4,0.0,0.0
2,33,steps_to_95_conditional,4,0.0,0.0
2,34,steps_to_95_conditional,4,0.0,0.0
2,35,steps_to_95_conditional,4,0.0,0.0
2,36,steps_to_95_conditional,4,0.0,0.0
2,37,steps_to_95_conditional,4,0.0,0.0
2,38,steps_to_95_conditional,4,0.0,0.0
2,39,steps_to_95_conditional,4,0.0,0.0
2,40,steps_to_95_conditional,4,0.0,0.0
2,41,steps_to_95_conditional,4,0.0,0.0
2,42,steps_to_95_conditional,4,0.0,0.0
2,43,steps_to_95_conditional,4,0.0,0.0
2,44,steps_to_95_conditional,4,0.0,0.0
2,45,steps_to_95_conditional,4,0.0,0.0
2,46,steps_to_95_conditional,4,0.0,0.0
2,47,steps_to_95_conditional,4,0.0,0.0
2,48,steps_to_95_conditional,4,0.0,0.0
2,49,steps_to_95_conditional,4,0.0,0.0
2,50,steps_to_95_conditional,4,0.0,0.0
2,51,steps_to_95_conditional,4,0.0,0.0
2,52,steps_to_95_conditional,4,0.0,0.0
2,53,steps_to_95_conditional,4,0.0,0.0
2,54,steps_to_95_conditional,4,0.0,0.0
2,55,steps_to_95_conditional,4,0.0,0.0
2,56,steps_to_95_conditional,4,0.0,0.0
2,57,steps_to_95_conditional,4,0.0,0.0
2,58,steps_to_95_conditional,4,0.0,0.0
2,59,steps_to_95_conditional,4,0.0,0.0
2,60,steps_to_95_conditional,4,0.0,0.0
2,61,steps_to_95_conditional,4,0.0,0.0
2,62,steps_to_95_conditional,4,0.0,0.0
2,63,steps_to_95_conditional,4,0.0,0.0
2,64,steps_to_95_conditional,4,0.0,0.0
2,65,steps_to_95_conditional,4,0.0,0.0
2,66,steps_to_95_conditional,4,0.0,0.0
2,67,steps_to_95_conditional,4,0.0,0.0
2,68,steps_to_95_conditional,4,0.0,0.0
2,69,steps_to_95_conditional,4,0.0,0.0
2,70,steps_to_95_conditional,4,0.0,0.0
2,71,steps_to_95_conditional,4,0.0,0.0
2,72,steps_to_95_conditional,4,0.0,0.0
2,73,steps_to_95_conditional,4,0.0,0.0
2,74,steps_to_95_conditional,4,0.0,0.0
2,75,steps_to_95_conditional,4,0.0,0.0
2,76,steps_to_95_conditional,4,0.0,0.0
2,77,steps_to_95_conditional,4,0.0,0.0
2,78,steps_to_95_conditional,4,0.0,0.0
2,79,steps_to_95_conditional,4,0.0,0.0
2,80,steps_to_95_conditional,4,0.0,0.0
2,81,steps_to_95_conditional,4,0.0,0.0
2,82,steps_to_95_conditional,4,0.0,0.0
2,83,steps_to_95_conditional,4,0.0,0.0
2,84,steps_to_95_conditional,4,0.0,0.0
2,85,steps_to_95_conditional,4,0.0,0.0
2,86,steps_to_95_conditional,4,0.0,0.0
2,87,steps_to_95_conditional,4,0.0,0.0
2,88,steps_to_95_conditional,4,0.0,0.0
2,89,steps_to_95_conditional,4,0.0,0.0
2,90,steps_to_95_conditional,4,0.0,0.0
2,91,steps_to_95_conditional,4,0.0,0.0
2,92,steps_to_95_conditional,4,0.0,0.0
2,93,steps_to_95_conditional,4,0.0,0.0
2,94,steps_to_95_conditional,4,0.0,0.0
2,95,steps_to_95_conditional,4,0.0,0.0
2,96,steps_to_95_conditional,4,0.0,0.0
2,97,steps_to_95_conditional,4,0.0,0.0
2,98,steps_to_95_conditional,4,0.0,0.0
2,99,steps_to_95_conditional,4,0.0,0.0
2,0,map_payload_kib,4,-268.53759765625,-116.4453125
2,1,map_payload_kib,4,-168.11767578125,-139.0869140625
2,2,map_payload_kib,4,-244.9267578125,-175.517578125
2,3,map_payload_kib,4,-421.05224609375,-476.2841796875
2,4,map_payload_kib,4,-732.8857421875,-371.2451171875
2,5,map_payload_kib,4,-267.548828125,-169.697265625
2,6,map_payload_kib,4,-342.6318359375,-177.0703125
2,7,map_payload_kib,4,-539.05517578125,-467.900390625
2,8,map_payload_kib,4,-175.99853515625,0.0
2,9,map_payload_kib,4,-15.8447265625,0.0
2,10,map_payload_kib,4,-222.81005859375,-71.689453125
2,11,map_payload_kib,4,-461.9384765625,-464.55078125
2,12,map_payload_kib,4,-1220.7177734375,-375.1513671875
2,13,map_payload_kib,4,-437.88330078125,-220.4931640625
2,14,map_payload_kib,4,-539.013671875,-408.4521484375
2,15,map_payload_kib,4,-620.36865234375,-252.2705078125
2,16,map_payload_kib,4,-190.791015625,-190.60546875
2,17,map_payload_kib,4,-1349.833984375,-801.2548828125
2,18,map_payload_kib,4,-548.55712890625,-436.25
2,19,map_payload_kib,4,-616.0693359375,-530.5517578125
2,20,map_payload_kib,4,-377.29736328125,-452.5439453125
2,21,map_payload_kib,4,-1123.88916015625,-785.68359375
2,22,map_payload_kib,4,-109.384765625,-104.3212890625
2,23,map_payload_kib,4,-45.6103515625,0.0
2,24,map_payload_kib,4,-464.57763671875,-395.693359375
2,25,map_payload_kib,4,-81.26953125,-103.9111328125
2,26,map_payload_kib,4,-516.6064453125,-485.52734375
2,27,map_payload_kib,4,-678.93310546875,-507.265625
2,28,map_payload_kib,4,-446.455078125,-390.4345703125
2,29,map_payload_kib,4,-50.14892578125,0.0
2,30,map_payload_kib,4,-277.49267578125,-68.583984375
2,31,map_payload_kib,4,-1063.896484375,-969.1162109375
2,32,map_payload_kib,4,-623.70361328125,-650.37109375
2,33,map_payload_kib,4,-1102.2509765625,-965.5224609375
2,34,map_payload_kib,4,-1417.2607421875,-1414.6044921875
2,35,map_payload_kib,4,-587.2314453125,-704.423828125
2,36,map_payload_kib,4,-372.29248046875,-358.30078125
2,37,map_payload_kib,4,-163.28125,-66.34765625
2,38,map_payload_kib,4,-248.11767578125,-112.2216796875
2,39,map_payload_kib,4,-198.603515625,-227.236328125
2,40,map_payload_kib,4,-339.70458984375,-207.9833984375
2,41,map_payload_kib,4,-179.306640625,-72.1484375
2,42,map_payload_kib,4,-888.7890625,-761.62109375
2,43,map_payload_kib,4,0.0,0.0
2,44,map_payload_kib,4,-294.306640625,-260.8984375
2,45,map_payload_kib,4,-1027.13134765625,-351.748046875
2,46,map_payload_kib,4,-465.6103515625,-210.3369140625
2,47,map_payload_kib,4,-393.51318359375,-265.2294921875
2,48,map_payload_kib,4,-388.4912109375,-288.37890625
2,49,map_payload_kib,4,-903.779296875,-929.9609375
2,50,map_payload_kib,4,-335.0,-292.2900390625
2,51,map_payload_kib,4,-656.455078125,-234.82421875
2,52,map_payload_kib,4,-69.95849609375,-36.2890625
2,53,map_payload_kib,4,-817.37548828125,-575.2294921875
2,54,map_payload_kib,4,-430.75927734375,-92.9345703125
2,55,map_payload_kib,4,-320.95703125,-129.912109375
2,56,map_payload_kib,4,-383.54248046875,-367.5732421875
2,57,map_payload_kib,4,-878.5400390625,-185.17578125
2,58,map_payload_kib,4,-74.07958984375,-39.716796875
2,59,map_payload_kib,4,-84.8583984375,-65.6298828125
2,60,map_payload_kib,4,-115.966796875,-139.7314453125
2,61,map_payload_kib,4,-230.73486328125,-219.8779296875
2,62,map_payload_kib,4,-461.85791015625,-320.80078125
2,63,map_payload_kib,4,-354.150390625,-311.7529296875
2,64,map_payload_kib,4,-197.6123046875,-177.333984375
2,65,map_payload_kib,4,-212.529296875,-83.3203125
2,66,map_payload_kib,4,-411.37451171875,-403.056640625
2,67,map_payload_kib,4,0.0,0.0
2,68,map_payload_kib,4,-835.76416015625,-752.958984375
2,69,map_payload_kib,4,-43.0517578125,0.0
2,70,map_payload_kib,4,-1001.9091796875,-781.962890625
2,71,map_payload_kib,4,-121.31591796875,-104.296875
2,72,map_payload_kib,4,-732.84423828125,-623.125
2,73,map_payload_kib,4,-73.12255859375,-49.541015625
2,74,map_payload_kib,4,-216.1962890625,-77.51953125
2,75,map_payload_kib,4,0.0,0.0
2,76,map_payload_kib,4,-330.39306640625,-338.408203125
2,77,map_payload_kib,4,-559.75830078125,-396.7138671875
2,78,map_payload_kib,4,-455.15625,-198.7939453125
2,79,map_payload_kib,4,-446.03271484375,0.0
2,80,map_payload_kib,4,-973.828125,-839.833984375
2,81,map_payload_kib,4,-655.400390625,0.0
